"" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"AT1G01010" 31.4046451008365 -0.607849355853597 0.514018043676163 -1.18254478287643 0.236989607188004 0.999996701745193
"AT1G01040" 59.7604743833895 0.401103117062146 0.389879716992108 1.02878682727234 0.303579858071829 0.999996701745193
"AT1G01050" 30.3043203120656 0.656600440828997 0.496587374544943 1.3222254017849 0.186093104848139 0.999996701745193
"AT1G01060" 85.5597195003458 -0.266225981203804 0.372655893308632 -0.714401639646999 0.474978858389894 0.999996701745193
"AT1G01090" 130.126873846764 0.277321511864395 0.309433717310891 0.896222668539278 0.370133851057415 0.999996701745193
"AT1G01100" 808.877117736876 0.412731920796648 0.240210359531755 1.7182103286519 0.0857582582662255 0.949334417537953
"AT1G01110" 8.75550068467378 -0.571537443356989 0.880046420319282 -0.649440109249731 0.516053945883355 0.999996701745193
"AT1G01120" 95.7119907895776 -0.297134726122982 0.345355284731088 -0.86037405321406 0.389582883886946 0.999996701745193
"AT1G01160" 24.8000277197013 0.149055589480935 0.55192146963565 0.270066662888352 0.787108968617413 0.999996701745193
"AT1G01180" 16.8490221985344 -0.458650877587488 0.652799902494581 -0.702590297325136 0.482311110888032 0.999996701745193
"AT1G01190" 18.5499786669196 -0.53845912985154 0.64374617179424 -0.836446340878044 0.402903851829154 0.999996701745193
"AT1G01210" 17.6830105157291 0.272849454757685 0.636121393316392 0.428926707424814 0.667976563444673 0.999996701745193
"AT1G01220" 17.7517976044632 -0.462535628288862 0.625211952343006 -0.739806119437563 0.459417645338377 0.999996701745193
"AT1G01230" 13.1059282222931 -0.730833192478681 0.737379738429834 -0.991121879799555 0.321626070345364 0.999996701745193
"AT1G01240" 7.54589893532444 -1.59456721251545 0.984574249468626 -1.61954998658154 0.105328980500518 0.999996701745193
"AT1G01260" 25.8715774608295 0.0486187231576088 0.537806749925727 0.0904018463217936 0.927967889549953 0.999996701745193
"AT1G01270" 7.64028489072333 -0.0454819089506174 0.905651383662061 -0.0502201065124069 0.959946989089194 0.999996701745193
"AT1G01290" 12.1897946427359 1.04871976471916 0.756063082775428 1.38707971412838 0.165417457016408 0.999996701745193
"AT1G01300" 31.1376755488423 -0.127576354985755 0.50768035122557 -0.251292677917864 0.801587835755003 0.999996701745193
"AT1G01320" 16.1216555053623 0.0949711934023841 0.643794230979011 0.147517931712377 0.882723227106385 0.999996701745193
"AT1G01340" 40.987965474143 -0.407493992469952 0.458302610180499 -0.88913740270749 0.373929239614859 0.999996701745193
"AT1G01350" 15.6798833823093 -0.0247223807929635 0.656551243337331 -0.0376549142871113 0.96996282366783 0.999996701745193
"AT1G01360" 28.816034458169 -0.677277836910218 0.519987326401554 -1.30248912333528 0.192749233720328 0.999996701745193
"AT1G01380" 14.5455430968222 0.109284971288392 0.702845749660067 0.155489268223146 0.876435613765966 0.999996701745193
"AT1G01420" 13.4500846031778 -0.0678323480017325 0.699726036504026 -0.0969412948253816 0.922773014694601 0.999996701745193
"AT1G01430" 16.006777525366 0.153752770820074 0.66277748673779 0.231982488688398 0.816551614834698 0.999996701745193
"AT1G01440" 25.3528368698707 -0.156306377898232 0.539011467080831 -0.289987110561401 0.771826098416819 0.999996701745193
"AT1G01470" 14.3052730021899 -0.193908236418538 0.690879762231412 -0.280668572187222 0.77896461593902 0.999996701745193
"AT1G01490" 134.044523549351 1.27084943832367 0.319450636254891 3.97823417484025 6.94289751091479e-05 0.00481500523476366
"AT1G01500" 22.3455359940294 0.905082182140146 0.57407484902542 1.57659264062284 0.114889287214594 0.999996701745193
"AT1G01510" 53.2899925374961 -0.117270745382148 0.41621951822873 -0.281752153001394 0.778133561442042 0.999996701745193
"AT1G01540" 62.1727259478557 0.423246795520724 0.38572293828242 1.09728189203731 0.272518184138862 0.999996701745193
"AT1G01550" 162.182812171236 0.220736471353742 0.295589726201947 0.746766385252968 0.455204589726299 0.999996701745193
"AT1G01600" 17.3914677109653 -0.458410517141651 0.658964989792436 -0.695652309671328 0.48664659852629 0.999996701745193
"AT1G01610" 47.9610455465688 -0.674069039515351 0.425355535373711 -1.58471909604544 0.113030171179802 0.999996701745193
"AT1G01620" 197.139169950737 -0.13819317890623 0.317970360403388 -0.434610253392528 0.663845351264411 0.999996701745193
"AT1G01630" 36.8112152827465 0.293094383379132 0.479540909559854 0.611197871831516 0.541068592121848 0.999996701745193
"AT1G01640" 10.3714867745352 -0.694878656940065 0.829800064221618 -0.837404920656262 0.40236500078782 0.999996701745193
"AT1G01650" 26.418045842877 0.369160926038318 0.521739699450413 0.707557669901642 0.479219987710176 0.999996701745193
"AT1G01710" 16.9981725687854 -0.655345287440503 0.677606399122611 -0.967147429966817 0.333470337840283 0.999996701745193
"AT1G01720" 61.9701301144343 0.346045892744712 0.404274240099021 0.855968197874673 0.392015370444895 0.999996701745193
"AT1G01730" 25.2418265098258 0.154365030955403 0.532821094686356 0.289712686856495 0.772036049684022 0.999996701745193
"AT1G01750" 32.4158777174251 0.0353603560440446 0.491145587129217 0.0719956708778115 0.942605353051493 0.999996701745193
"AT1G01770" 9.82641761703268 0.233779948221597 0.802732228023668 0.291230300790545 0.770875189769212 0.999996701745193
"AT1G01780" 11.8553205094413 -0.221915132027708 0.747460822654736 -0.296891991261212 0.766548970702577 0.999996701745193
"AT1G01790" 12.6546071870074 -1.11063015209913 0.750099858185745 -1.48064306369207 0.138701713520001 0.999996701745193
"AT1G01800" 82.3286541291013 -0.0412381034694295 0.358799935747671 -0.114933419326002 0.908497895816663 0.999996701745193
"AT1G01820" 41.2426122435806 0.18798960236034 0.453425050145983 0.414599066151761 0.678435431924157 0.999996701745193
"AT1G01830" 28.7056885983777 0.381563929580643 0.508794144351095 0.749937737721572 0.453292204634558 0.999996701745193
"AT1G01910" 52.3775882181202 -0.0543014740214878 0.407358618168579 -0.133301399797601 0.893955020602831 0.999996701745193
"AT1G01920" 18.157585580454 0.733385215844342 0.615473633134064 1.19157860932215 0.233426516535139 0.999996701745193
"AT1G01930" 14.7040337954977 0.135487464219053 0.670382764187358 0.202104635526082 0.839834924020053 0.999996701745193
"AT1G01940" 12.8349358006823 -0.263307753291477 0.749769398878661 -0.35118498258968 0.725449575692483 0.999996701745193
"AT1G01950" 29.5184451422709 0.194986395731473 0.502755520190486 0.387835414830642 0.698137835600719 0.999996701745193
"AT1G01960" 96.1604020429519 -0.283745752115318 0.350202221964349 -0.810234014289617 0.417805691634094 0.999996701745193
"AT1G01970" 4.84999505566246 -2.76413492702952 1.40806852735027 -1.9630684681456 0.0496382188367283 0.755402578472221
"AT1G01990" 16.1524845006268 -1.01738981568508 0.675434036101683 -1.50627561139355 0.131996436228269 0.999996701745193
"AT1G02000" 22.3378007541264 0.260007185608006 0.58148717141727 0.447141739987635 0.654772723356368 0.999996701745193
"AT1G02080" 80.7898838951563 -0.159937447380905 0.359347068371588 -0.445077924541519 0.656263441444134 0.999996701745193
"AT1G02090" 58.3790770958793 0.608007657763765 0.412913113315046 1.47248328560557 0.140890417307124 0.999996701745193
"AT1G02100" 34.4100256360621 -0.703061986379904 0.495053735726946 -1.4201730754491 0.155557300090232 0.999996701745193
"AT1G02110" 20.7629225432896 0.0159990281133276 0.586769689038885 0.0272662825162861 0.978247349518412 0.999996701745193
"AT1G02120" 100.518184424128 0.0961375929619683 0.351199318368908 0.273740830160106 0.784283797834094 0.999996701745193
"AT1G02130" 16.8240344979801 -0.324488666344727 0.636280923002616 -0.509977047266264 0.610067542201594 0.999996701745193
"AT1G02140" 111.510993382485 -0.00806872410229323 0.323882276378641 -0.0249125212793686 0.980124739797882 0.999996701745193
"AT1G02145" 11.3114855496421 0.109998727801823 0.753078820242575 0.146065358426082 0.883869793041476 0.999996701745193
"AT1G02150" 21.4588321851917 0.284249796469795 0.582635964336472 0.487868607276087 0.625642911772907 0.999996701745193
"AT1G02160" 11.8892290662228 -0.442494624599914 0.767512481987763 -0.576530851268904 0.564256423041168 0.999996701745193
"AT1G02170" 45.4140618106909 0.0519252309234821 0.425616494612868 0.122000043655997 0.902898983696789 0.999996701745193
"AT1G02220" 36.396581698979 -0.0957711906762758 0.472640067059932 -0.202630283276707 0.839424018358264 0.999996701745193
"AT1G02260" 14.6699699890511 0.190763128169871 0.670819224644183 0.284373376852841 0.776124259343453 0.999996701745193
"AT1G02270" 11.5445029878884 1.31164723359092 0.767740682589176 1.7084508654243 0.0875527159727808 0.957248077145308
"AT1G02280" 9.2697941810548 -0.041575975523678 0.832876936861222 -0.0499185097865251 0.960187327014715 0.999996701745193
"AT1G02300" 8.18341179330263 -0.187229837603621 0.887510671586912 -0.210960660640671 0.832917968750927 0.999996701745193
"AT1G02305" 58.1239328859623 -0.453574716407568 0.39302164021185 -1.1540705905229 0.24847122947372 0.999996701745193
"AT1G02330" 27.2687338131683 0.390914986082865 0.518075349316974 0.754552376595883 0.450517607489736 0.999996701745193
"AT1G02340" 7.61273901637133 -0.466050147713099 0.977669909049188 -0.476694785632041 0.633579476494865 0.999996701745193
"AT1G02360" 34.4955974035198 -0.573948884769926 0.478033958782916 -1.20064458648756 0.229889097840796 0.999996701745193
"AT1G02370" 10.248958580263 0.846658638925379 0.810025526259666 1.04522463981459 0.295919157990778 0.999996701745193
"AT1G02400" 17.8332931681614 -0.531907684501984 0.633754707845665 -0.839295831521486 0.401303321828648 0.999996701745193
"AT1G02410" 12.488912413325 0.266994955541264 0.756757442454447 0.352814442994178 0.72422755527195 0.999996701745193
"AT1G02500" 663.842865714505 0.119021885188599 0.278515195220528 0.427344314533208 0.669128560198006 0.999996701745193
"AT1G02520" 40.5518844205477 -0.0423486148570546 0.443906089115505 -0.0953999413286613 0.923997162679881 0.999996701745193
"AT1G02560" 14.8015742892155 -0.797765318940157 0.695248075682736 -1.14745419202599 0.251193954934914 0.999996701745193
"AT1G02600" 9.91703786800214 1.16286291392549 0.835147016626248 1.39240503860401 0.163799779553491 0.999996701745193
"AT1G02640" 12.9750853134916 -0.101470066318243 0.738173421203517 -0.137461013094736 0.890666407203923 0.999996701745193
"AT1G02690" 20.7681262764664 0.331646083997391 0.586074667286121 0.565876845578587 0.5714775027461 0.999996701745193
"AT1G02730" 27.3137140649082 -0.0781200261662094 0.516750432656076 -0.151175540898293 0.879837244063696 0.999996701745193
"AT1G02740" 16.4220658322104 1.10892587189019 0.663026761242255 1.67252053267426 0.094421722463366 0.988847827937592
"AT1G02750" 17.9001332492082 -0.111453198345324 0.618887518339707 -0.18008635663605 0.857084773328341 0.999996701745193
"AT1G02780" 1354.22017725626 0.307308883054097 0.243081319601047 1.26422253901888 0.206150163170253 0.999996701745193
"AT1G02810" 34.3857726597992 -0.768065559417575 0.480408175032985 -1.59877703863978 0.109870152729556 0.999996701745193
"AT1G02816" 14.4246466581431 0.395829050355297 0.696555370231767 0.568266454142176 0.56985405369569 0.999996701745193
"AT1G02840" 171.9923529712 0.222341631768476 0.295405042396314 0.75266701598879 0.451650035378866 0.999996701745193
"AT1G02850" 36.0651918799654 -0.43894797084089 0.487063701888212 -0.901212652758171 0.367475264856 0.999996701745193
"AT1G02860" 20.884340369688 0.265221544736971 0.614706077795566 0.431460748994215 0.666133386664569 0.999996701745193
"AT1G02870" 22.4335761568937 0.564598614706083 0.566570138019087 0.99652024845521 0.318997433805725 0.999996701745193
"AT1G02880" 17.6997199460023 0.868287269623832 0.631125987753111 1.37577486345483 0.168891345975372 0.999996701745193
"AT1G02890" 140.373070150537 -0.117873402106345 0.307986220895146 -0.382722973007531 0.701925179038029 0.999996701745193
"AT1G02900" 147.025382021821 0.632984577335803 0.309224280226081 2.04700800620512 0.0406572984552427 0.673662278638399
"AT1G02910" 11.9740127752461 0.572154089097446 0.753702265157503 0.759124810349192 0.447777898901632 0.999996701745193
"AT1G02920" 13.4225120617543 -0.182246677026074 0.740529668010574 -0.246103140628624 0.80560239196585 0.999996701745193
"AT1G02930" 10.5775911471988 -0.684910486742638 0.795534364799939 -0.860943935357059 0.389268922105171 0.999996701745193
"AT1G02990" 23.517904597024 -0.208860049798514 0.552897415968497 -0.377755518051498 0.705612220828028 0.999996701745193
"AT1G03000" 13.1675912372347 -0.813510508423171 0.734113733490375 -1.10815323472468 0.267795643553266 0.999996701745193
"AT1G03030" 11.8013441530236 0.297699795249852 0.738412512677615 0.403161904949767 0.686829122409903 0.999996701745193
"AT1G03040" 73.0217870757695 0.0235766786044081 0.367569770910257 0.0641420499461159 0.948857119746726 0.999996701745193
"AT1G03060" 106.05170798058 0.132605606242807 0.328435054737505 0.403749856569935 0.686396673160388 0.999996701745193
"AT1G03080" 226.55882695824 0.752676493279384 0.297058294476433 2.5337669651877 0.0112843747532363 0.297358545671639
"AT1G03090" 14.8799153145947 0.786323234983533 0.671130911523832 1.17163912655752 0.241341972320526 0.999996701745193
"AT1G03110" 11.3730952304407 0.327588998372155 0.760152353899438 0.430951764724118 0.666503443400087 0.999996701745193
"AT1G03140" 93.102420340385 0.165265437990414 0.34993295727515 0.472277430732159 0.636728777616087 0.999996701745193
"AT1G03150" 8.88073754964466 -0.142312289061773 0.855280141188721 -0.166392603087895 0.867847994694085 0.999996701745193
"AT1G03160" 7.32312157663578 -0.151354307272159 0.933251121564778 -0.162179614655468 0.871164412420378 0.999996701745193
"AT1G03190" 11.3416817361372 -0.569339556831526 0.769397740605052 -0.739980801586185 0.459311643598363 0.999996701745193
"AT1G03210" 32.9136437002696 -0.137141280894964 0.507293296014208 -0.270339233678978 0.786899284501077 0.999996701745193
"AT1G03220" 319.373957816559 1.28100664355499 0.34028227951472 3.76454114913607 0.000166855191010783 0.0100234913287835
"AT1G03230" 72.4676394524205 0.609137888157559 0.408666698106869 1.490549366952 0.136079846223157 0.999996701745193
"AT1G03250" 17.2881440094444 0.305798445958957 0.637826650343659 0.479438176178738 0.631626940170526 0.999996701745193
"AT1G03280" 57.1692884053807 -0.0773019029095915 0.393710233890307 -0.196342122341501 0.844342394097246 0.999996701745193
"AT1G03290" 49.2476376781315 -0.24911651302858 0.428869755407232 -0.580867524202148 0.561329741503709 0.999996701745193
"AT1G03330" 37.0856025179684 0.290188326158517 0.458478384332809 0.63293785721394 0.526774224739113 0.999996701745193
"AT1G03350" 97.4170504004427 0.186499928060528 0.346492769203324 0.538250562888626 0.590404076687814 0.999996701745193
"AT1G03360" 27.8626339524673 0.683168974180294 0.51384544032854 1.32952230488509 0.18367571201757 0.999996701745193
"AT1G03365" 19.7485087213105 0.317773758032159 0.590249668832966 0.538371768442424 0.590320412829211 0.999996701745193
"AT1G03370" 41.5446374914999 -0.132891439876818 0.47636088039989 -0.278972193865415 0.780266164027217 0.999996701745193
"AT1G03380" 38.6500853995826 -0.215253426994855 0.459971829872833 -0.467970890857306 0.639805406411337 0.999996701745193
"AT1G03457" 11.7769359270957 -0.0388329288240624 0.781149834575407 -0.0497125226239983 0.960351477188358 0.999996701745193
"AT1G03475" 25.2663147369683 0.105259846945277 0.541105816301591 0.194527287961379 0.845763031102544 0.999996701745193
"AT1G03495" 18.3643713432661 0.662473169346948 0.619681807013237 1.06905376573819 0.285045443179679 0.999996701745193
"AT1G03530" 49.7807043295842 0.878354458180195 0.420604423234475 2.08831483850215 0.0367694438092121 0.637488340609919
"AT1G03560" 10.2713759698888 1.24822966250657 0.825871832301895 1.51140844582078 0.130684418842707 0.999996701745193
"AT1G03590" 35.4777927828661 -0.125940245863362 0.471427699697465 -0.267146470061439 0.789356389365782 0.999996701745193
"AT1G03610" 36.4106941512521 0.394853476507605 0.481345220436301 0.820312448827688 0.412038011438161 0.999996701745193
"AT1G03730" 20.1940101045448 -0.501319877571109 0.617107788221831 -0.812370038329349 0.416579333060639 0.999996701745193
"AT1G03740" 59.3830105630085 -0.399176747913171 0.391156922707621 -1.02050283336426 0.307490046186557 0.999996701745193
"AT1G03750" 7.74179491991466 -0.216761670655944 0.928476467801138 -0.233459520163489 0.815404599345791 0.999996701745193
"AT1G03760" 9.85980003333085 0.254974175557733 0.804916918148446 0.316770799331999 0.751417522765723 0.999996701745193
"AT1G03770" 7.82326381654132 -0.148340455210968 0.894865122001707 -0.165768506966891 0.868339130977758 0.999996701745193
"AT1G03820" 7.94468639570374 -1.00962786267248 0.968842008299369 -1.04209752882691 0.297366464176221 0.999996701745193
"AT1G03830" 12.4754958811409 -0.460447605910491 0.729194724979314 -0.631446704340261 0.527748486379581 0.999996701745193
"AT1G03840" 19.2252410345593 0.287052292520417 0.597622846143647 0.480323492270608 0.63099738684433 0.999996701745193
"AT1G03850" 49.4114052701288 1.83695626890707 0.459316154527676 3.99932867764262 6.35224115691609e-05 0.004485250054875
"AT1G03860" 69.3789520411214 0.399421311473252 0.369228473974026 1.08177277655285 0.279353506025007 0.999996701745193
"AT1G03870" 70.5493298078137 0.041593558342544 0.373773395726551 0.111280146789723 0.91139419818308 0.999996701745193
"AT1G03900" 147.293648611189 0.30500905179105 0.30156043524361 1.01143590519311 0.311807843558358 0.999996701745193
"AT1G03905" 24.3828990734558 0.0900662936168452 0.570031823766533 0.158002219984359 0.87445504939639 0.999996701745193
"AT1G03910" 85.6186619791065 0.168107319050607 0.345710810222597 0.486265728694933 0.626778774505074 0.999996701745193
"AT1G03930" 13.6676801429972 -0.520276315640753 0.72615156088874 -0.716484469170575 0.473692253997144 0.999996701745193
"AT1G03940" 11.2858383732469 1.40028244985369 0.779333656571895 1.79676886535763 0.0723723210619745 0.902975089735731
"AT1G03970" 9.74618291810927 -0.38051014612944 0.82976896327061 -0.45857360659722 0.64654039360458 0.999996701745193
"AT1G04010" 12.9941878907208 -0.727349132241653 0.76398682932985 -0.952044072382328 0.341074630926901 0.999996701745193
"AT1G04040" 104.809877739773 -0.364954622397366 0.330208497382961 -1.10522480581143 0.269062190814297 0.999996701745193
"AT1G04070" 18.9800243719373 0.0755691903893078 0.612479631499754 0.123382373066455 0.90180431467173 0.999996701745193
"AT1G04080" 75.4017594790929 0.38190077027809 0.389096614823114 0.98150627820729 0.326343139932373 0.999996701745193
"AT1G04120" 174.2565041418 0.178613734355997 0.303665753490446 0.588191892905094 0.556403498383225 0.999996701745193
